,date,Country, Births per 1000 People, Population,Total Number of Births, Deaths per 1000 People,Total Number of Deaths
0,12/31/50,Germany,15.13,69966243,1058589.2565900001,10.876,760952.8588679999
1,12/31/51,Germany,15.314,70300010,1076574.35314,10.957,770277.2095700001
2,12/31/52,Germany,15.497,70620277,1094402.432669,11.039000000000001,779577.2378030001
3,12/31/53,Germany,15.681,70929844,1112250.883764,11.120999999999999,788810.7951239999
4,12/31/54,Germany,15.865,71233392,1130117.7640799999,11.203,798027.690576
5,12/31/55,Germany,16.048,71537459,1148033.1420319998,11.285,807300.2248150001
6,12/31/56,Germany,16.232,71850649,1166279.7345679998,11.366,816654.4765339999
7,12/31/57,Germany,16.415,72183458,1184891.4630699998,11.448,826356.227184
8,12/31/58,Germany,16.599,72547578,1204217.247222,11.53,836473.5743399999
9,12/31/59,Germany,16.813,72954886,1226590.4983179998,11.595999999999998,845984.8580559999
10,12/31/60,Germany,17.028,73414239,1250097.661692,11.662,856156.855218
11,12/31/61,Germany,17.242,73928082,1274667.9898440002,11.728,867028.545696
12,12/31/62,Germany,17.457,74489454,1300362.3984780002,11.794,878528.6204760001
13,12/31/63,Germany,17.671,75080748,1326751.897908,11.86,890457.67128
14,12/31/64,Germany,17.333,75677307,1311714.762231,11.936,903284.336352
15,12/31/65,Germany,16.995,76258032,1296005.2538400001,12.011,915935.222352
16,12/31/66,Germany,16.658,76819577,1279660.5136660002,12.087,928518.227199
17,12/31/67,Germany,16.32,77357255,1262470.4016,12.162,940818.9353100001
18,12/31/68,Germany,15.982000000000001,77847179,1244153.6147780002,12.238,952693.776602
19,12/31/69,Germany,15.050999999999998,78260755,1177902.6235049998,12.270999999999999,960337.7246049999
20,12/31/70,Germany,14.12,78578385,1109526.7962,12.304,966828.44904
21,12/31/71,Germany,13.187999999999999,78789939,1039081.715532,12.338,972110.267382
22,12/31/72,Germany,12.257,78901818,967099.583226,12.370999999999999,976094.3904779999
23,12/31/73,Germany,11.325999999999999,78932455,893988.9853299999,12.404000000000002,979078.1718200002
24,12/31/74,Germany,11.123,78909807,877713.783261,12.392999999999999,977929.2381509999
25,12/31/75,Germany,10.92,78856039,861107.94588,12.383,976474.3309369999
26,12/31/76,Germany,10.716,78781733,844225.050828,12.372,974687.600676
27,12/31/77,Germany,10.513,78687323,827239.826699,12.362,972732.686926
28,12/31/78,Germany,10.31,78573586,810093.6716600001,12.350999999999999,970462.3606859999
29,12/31/79,Germany,10.384,78438164,814501.8949760001,12.32,966358.18048
30,12/31/80,Germany,10.458,78283100,818684.6598,12.289000000000001,962021.0159000001
31,12/31/81,Germany,10.532,78107857,822631.9499240001,12.259,957524.2189630001
32,12/31/82,Germany,10.606,77926011,826483.2726660001,12.228,952879.262508
33,12/31/83,Germany,10.68,77770213,830585.8748400001,12.197000000000001,948563.2879610001
34,12/31/84,Germany,10.735,77682295,833919.436825,12.113,940965.639335
35,12/31/85,Germany,10.79,77691595,838292.31005,12.029000000000002,934552.1962550001
36,12/31/86,Germany,10.845999999999998,77806147,843885.4703619998,11.945,929394.425915
37,12/31/87,Germany,10.901,78015731,850449.483631,11.860999999999999,925344.5853909999
38,12/31/88,Germany,10.956,78307525,857937.2439,11.777000000000001,922227.7219250001
39,12/31/89,Germany,10.743,78660303,845047.6351290001,11.671,918044.396313
40,12/31/90,Germany,10.53,79053984,832438.45152,11.565,914259.3249599999
41,12/31/91,Germany,10.315999999999999,79490835,820027.4538599999,11.459000000000001,910885.4782650002
42,12/31/92,Germany,10.103,79963159,807867.795377,11.353,907821.744127
43,12/31/93,Germany,9.89,80428556,795438.41884,11.247,904579.969332
44,12/31/94,Germany,9.825,80832937,794183.606025,11.134,899993.920558
45,12/31/95,Germany,9.761000000000001,81138659,791994.450499,11.020999999999999,894229.1608389999
46,12/31/96,Germany,9.696,81323664,788514.246144,10.909,887159.850576
47,12/31/97,Germany,9.632,81399251,784037.585632,10.796,878786.313796
48,12/31/98,Germany,9.567,81402673,778779.3725909999,10.683,869624.755659
49,12/31/99,Germany,9.412,81389927,766041.992924,10.61,863547.1254699999
50,12/31/00,Germany,9.256,81400882,753446.5637920001,10.537,857721.093634
51,12/31/01,Germany,9.101,81453885,741311.8073850002,10.464,852333.45264
52,12/31/02,Germany,8.945,81535122,729331.6662900001,10.390999999999998,847231.4527019999
53,12/31/03,Germany,8.79,81614380,717390.4001999999,10.318,842097.1728399999
54,12/31/04,Germany,8.703,81646474,710569.263222,10.329,843326.4299460001
55,12/31/05,Germany,8.616,81602741,703089.216456,10.34,843772.34194
56,12/31/06,Germany,8.53,81472226,694958.08778,10.35,843237.5391
57,12/31/07,Germany,8.443,81277830,686228.7186899999,10.360999999999999,842119.5966299999
58,12/31/08,Germany,8.356,81065752,677385.423712,10.372,840813.979744
59,12/31/09,Germany,8.389,80899961,678669.772829,10.482999999999999,848074.2911629998
60,12/31/10,Germany,8.422,80827002,680725.0108440001,10.594000000000001,856281.2591880001
61,12/31/11,Germany,8.456,80855632,683715.2241919999,10.706,865640.3961919999
62,12/31/12,Germany,8.488999999999999,80972628,687376.6390919999,10.817,875880.917076
63,12/31/13,Germany,8.522,81174367,691767.955574,10.927999999999999,887073.4825759999
64,12/31/14,Germany,8.7,81450378,708618.2885999999,10.974,893836.448172
65,12/31/15,Germany,8.878,81787411,726108.6348580001,11.02,901297.2692199999
66,12/31/16,Germany,9.057,82193768,744428.956776,11.065999999999999,909556.2366879999
67,12/31/17,Germany,9.235,82658409,763350.4071150001,11.112,918500.240808
68,12/31/18,Germany,9.413,83124418,782450.1466340001,11.158,927502.2560439999
69,12/31/19,Germany,9.405,83517045,785477.8082249999,11.275,941654.682375
